id,名前,タイプ1,高さ,重さ,世代,ステータス,HP,こうげき,ぼうぎょ,とくこう,とくぼう,すばやさ,捕まえやすさ,進化,画像URL
790,コスモウム,エスパー,0.1,999.9,7,400,43,29,131,29,131,37,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png
791,ソルガレオ,エスパー,3.4,230,7,680,137,137,107,113,89,97,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png
792,ルナアーラ,エスパー,4,120,7,680,137,113,89,137,107,97,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png
793,ウツロイド,いわ,1.2,55.5,7,570,109,53,47,127,131,103,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png
794,マッシブーン,むし,2.4,333.6,7,570,107,139,139,53,53,79,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png
795,フェローチェ,むし,1.8,25,7,570,71,137,37,137,37,151,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png
796,デンジュモク,でんき,3.8,100,7,570,83,89,71,173,71,83,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png
797,テッカグヤ,はがね,9.2,999.9,7,570,97,101,103,107,101,61,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png
798,カミツルギ,くさ,0.3,0.1,7,570,59,181,131,59,31,109,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png
799,アクジキング,あく,5.5,888,7,570,223,101,53,97,53,43,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png
800,ネクロズマ,エスパー,2.4,230,7,600,97,107,101,127,89,79,255,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png
801,マギアナ,はがね,1,80.5,7,600,80,95,115,130,115,65,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png
802,マーシャドー,かくとう,0.7,22.2,7,600,90,125,80,90,90,125,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png
803,ベベノム,どく,0.6,1.8,7,420,67,73,67,73,67,73,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png
804,アーゴヨン,どく,3.6,150,7,540,73,73,73,127,73,121,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png
805,ツンデツンデ,いわ,5.5,820,7,570,61,131,211,53,101,13,30,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png
806,ズガドーン,ほのお,1.8,13,7,570,53,127,53,151,79,107,30,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png
807,ゼラオラ,でんき,1.5,44.5,7,600,88,112,75,102,80,143,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png
808,メルタン,はがね,0.2,8,7,300,46,65,65,55,35,34,3,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png
809,メルメタル,はがね,2.5,800,7,600,135,143,143,80,65,34,3,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png
810,サルノリ,くさ,0.3,5,8,310,50,65,50,40,40,65,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png
811,バチンキー,くさ,0.7,14,8,420,70,85,70,55,60,80,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png
812,ゴリランダー,くさ,2.1,90,8,530,100,125,90,60,70,85,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png
813,ヒバニー,ほのお,0.3,4.5,8,310,50,71,40,40,40,69,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png
814,ラビフット,ほのお,0.6,9,8,420,65,86,60,55,60,94,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png
815,エースバーン,ほのお,1.4,33,8,530,80,116,75,65,75,119,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png
816,メッソン,みず,0.3,4,8,310,50,40,40,70,40,70,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png
817,ジメレオン,みず,0.7,11.5,8,420,65,60,55,95,55,90,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png
818,インテレオン,みず,1.9,45.2,8,530,70,85,65,125,65,120,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png
819,ホシガリス,ノーマル,0.3,2.5,8,275,70,55,55,35,35,25,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png
820,ヨクバリス,ノーマル,0.6,6,8,460,120,95,95,55,75,20,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png
821,ココガラ,ひこう,0.2,1.8,8,245,38,47,35,33,35,57,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png
822,アオガラス,ひこう,0.8,16,8,365,68,67,55,43,55,77,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png
823,アーマーガア,ひこう,2.2,75,8,495,98,87,105,53,85,67,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png
824,サッチムシ,むし,0.4,8,8,180,25,20,20,25,45,45,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png
825,レドームシ,むし,0.4,19.5,8,335,50,35,80,50,90,30,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png
826,イオルブ,むし,0.4,40.8,8,505,60,45,110,80,120,90,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png
827,クスネ,あく,0.6,8.9,8,245,40,28,28,47,52,50,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png
828,フォクスライ,あく,1.2,19.9,8,455,70,58,58,87,92,90,127,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png
829,ヒメンカ,くさ,0.4,2.2,8,250,40,40,60,40,60,10,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png
830,ワタシラガ,くさ,0.5,2.5,8,460,60,50,90,80,120,60,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png
831,ウールー,ノーマル,0.6,6,8,270,42,40,55,40,45,48,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png
832,Moumouflon,ノーマル,1.3,43,8,490,72,80,100,60,90,88,127,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png
833,カムカメ,みず,0.3,8.5,8,284,50,64,50,38,38,44,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png
834,カジリガメ,みず,1,115.5,8,485,90,115,90,48,68,74,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png
835,ワンパチ,でんき,0.3,13.5,8,270,59,45,50,40,50,26,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png
836,パルスワン,でんき,1,34,8,490,69,90,60,90,60,121,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png
837,タンドン,いわ,0.3,12,8,240,30,40,50,40,50,30,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png
838,トロッゴン,いわ,1.1,78,8,410,80,60,90,60,70,50,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png
839,セキタンザン,いわ,2.8,310.5,8,510,110,80,120,80,90,30,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png
840,カジッチュ,くさ,0.2,0.5,8,260,40,40,80,40,40,20,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png
841,アップリュー,くさ,0.3,1,8,485,70,110,80,95,60,70,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png
842,タルップル,くさ,0.4,13,8,485,110,85,80,100,80,30,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png
843,スナヘビ,じめん,2.2,7.6,8,315,52,57,75,35,50,46,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png
844,サダイジャ,じめん,3.8,65.5,8,510,72,107,125,65,70,71,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png
845,ウッウ,ひこう,0.8,18,8,475,70,85,55,85,95,85,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png
846,サシカマス,みず,0.5,1,8,280,41,63,40,40,30,66,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png
847,カマスジョー,みず,1.3,30,8,490,61,123,60,60,50,136,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png
848,エレズン,でんき,0.4,11,8,242,40,38,35,54,35,40,75,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png
849,ストリンダー,でんき,1.6,40,8,502,75,98,70,114,70,75,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png
850,ヤクデ,ほのお,0.7,1,8,305,50,65,45,50,50,45,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png
851,マルヤクデ,ほのお,3,120,8,525,100,115,65,90,90,65,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png
852,タタッコ,かくとう,0.6,4,8,310,50,68,60,50,50,32,180,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png
853,オトスパス,かくとう,1.6,39,8,480,80,118,90,70,80,42,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png
854,ヤバチャ,ゴースト,0.1,0.2,8,308,40,45,45,74,54,50,120,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png
855,ポットデス,ゴースト,0.2,0.4,8,508,60,65,65,134,114,70,60,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png
856,ミブリム,エスパー,0.4,3.4,8,265,42,30,45,56,53,39,235,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png
857,テブリム,エスパー,0.6,4.8,8,370,57,40,65,86,73,49,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png
858,ブリムオン,エスパー,2.1,5.1,8,510,57,90,95,136,103,29,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png
859,ベロバー,あく,0.4,5.5,8,265,45,45,30,55,40,50,255,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png
860,ギモー,あく,0.8,12.5,8,370,65,60,45,75,55,70,120,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png
861,オーロンゲ,あく,1.5,61,8,510,95,120,65,95,75,60,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png
862,タチフサグマ,あく,1.6,46,8,520,93,90,101,60,81,95,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png
863,ニャイキング,はがね,0.8,28,8,440,70,110,100,50,60,50,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png
864,サニゴーン,ゴースト,1,0.4,8,510,60,95,50,145,130,30,30,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png
865,ネギガナイト,かくとう,0.8,117,8,507,62,135,95,68,82,65,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png
866,バリコオル,こおり,1.5,58.2,8,520,80,85,75,110,100,70,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png
867,デスバーン,じめん,1.6,66.6,8,483,58,95,145,50,105,30,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png
868,マホミル,フェアリー,0.2,0.3,8,270,45,40,40,50,61,34,200,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png
869,マホイップ,フェアリー,0.3,0.5,8,495,65,60,75,110,121,64,100,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png
870,タイレーツ,かくとう,3,62,8,470,65,100,100,70,60,75,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png
871,バチンウニ,でんき,0.3,1,8,435,48,101,95,91,85,15,75,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png
872,ユキハミ,こおり,0.3,3.8,8,185,30,25,35,45,30,20,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png
873,モスノウ,こおり,1.3,42,8,475,70,65,60,125,90,65,75,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png
874,イシヘンジン,いわ,2.5,520,8,470,100,125,135,20,20,70,60,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png
875,コオリッポ,こおり,1.4,89,8,470,75,80,110,65,90,50,60,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png
876,イエッサン,エスパー,0.9,28,8,475,60,65,55,105,95,95,30,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png
877,モルペコ,でんき,0.3,3,8,436,58,95,58,70,58,97,180,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png
878,ゾウドウ,はがね,1.2,100,8,330,72,80,49,40,49,40,190,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png
879,ダイオウドウ,はがね,3,650,8,500,122,130,69,80,69,30,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png
880,パッチラゴン,でんき,1.8,190,8,505,90,100,90,80,70,75,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png
881,パッチルドン,でんき,2.3,150,8,505,90,100,90,90,80,55,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png
882,ウオノラゴン,みず,2.3,215,8,505,90,90,100,70,80,75,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png
883,ウオチルドン,みず,2,175,8,505,90,90,100,80,90,55,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png
884,ジュラルドン,はがね,1.8,40,8,535,70,95,115,120,50,85,45,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png
885,ドラメシヤ,ドラゴン,0.5,2,8,270,28,60,30,40,30,82,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png
886,ドロンチ,ドラゴン,1.4,11,8,410,68,80,50,60,50,102,45,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png
887,ドラパルト,ドラゴン,3,50,8,600,88,120,75,100,75,142,45,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png
888,ザシアン,フェアリー,2.8,110,8,670,92,130,115,80,115,138,10,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png
889,ザマゼンタ,かくとう,2.9,210,8,670,92,130,115,80,115,138,10,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png
890,ムゲンダイナ,どく,20,950,8,690,140,85,95,145,95,130,255,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png
891,ダクマ,かくとう,0.6,12,8,385,60,90,60,53,50,72,3,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png
892,ウーラオス,かくとう,1.9,105,8,550,100,130,100,63,60,97,3,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png
893,ザルード,あく,1.8,70,8,600,105,120,105,70,95,105,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png
894,レジエレキ,でんき,1.2,145,8,580,80,100,50,100,50,200,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png
895,レジドラゴ,ドラゴン,2.1,200,8,580,200,100,50,100,50,80,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png
896,ブリザポス,こおり,2.2,800,8,580,100,145,130,65,110,30,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png
897,レイスポス,ゴースト,2,44.5,8,580,100,65,60,145,80,130,3,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png
